ID,Class
1100,Chachra
1101,Power
1102,Mark
1103,Comdet
1104,Lovitt
1105,Merritt
1106,Cutey
1107,Koenig
1108,Chell
1109,Power
1110,Mahlers2nd
1111,Cutey
1112,Chell
1113,Shea
1114,Hayes
1115,Neal
1116,Hayes
1117,Hayes
1118,Chachra
1119,Sherwin
1120,Walters
1121,Lovitt
1122,Ashbacher
1123,Lovitt
1124,Shea
1125,Vernon
1126,Lee
1127,Chachra
1128,Lovitt
1129,Johnson
1130,Hayes
1131,Blankenship
1132,Mahlers2nd
1133,Chachra
1134,Koenig
1135,Mahlers2nd
1136,McKee
1137,Mitchell
1138,Koenig
1139,Sherwin
1140,Chachra
1141,Merritt
1142,Ashbacher
1143,Mark
1144,Grove
1145,Harp
1146,Hayes
1147,Koenig
1148,Power
1149,Riley
1150,Merritt
1151,Blankenship
1152,Neal
1153,Peterson
1154,Hayes
1155,Shea
1156,Sherwin
1157,Hayes
1158,Chandler
1159,Ashbacher
1160,Chandler
1161,Chachra
1162,Calvinnme
1163,McKee
1164,Neal
1165,Johnson
1166,Hayes
1167,Johnson
1168,Nigam
1169,Lovitt
1170,Mahlers2nd
1171,Merritt
1172,Agresti
1173,Chachra
1174,Shea
1175,Power
1176,Davisson
1177,Kolln
1178,Lovitt
1179,Ashbacher
1180,Ashbacher
1181,Taylor
1182,Mitchell
1183,Chell
1184,Chell
1185,Chachra
1186,Lovitt
1187,Morrison
1188,Auken
1189,Chandler
1190,Agresti
1191,Chachra
1192,Chell
1193,Morrison
1194,Merritt
1195,Ashbacher
1196,Hayes
1197,Merritt
1198,Davisson
1199,Chell
1200,Shea
1201,Chachra
1202,Mitchell
1203,Harp
1204,Messick
1205,McKee
1206,Cutey
1207,Koenig
1208,Harp
1209,Lovitt
1210,Mahlers2nd
1211,Lovitt
1212,Chell
1213,Mahlers2nd
1214,Lovitt
1215,Brown
1216,Chell
1217,Mitchell
1218,Hayes
1219,Peterson
1220,Davisson
1221,Agresti
1222,Koenig
1223,Merritt
1224,Ashbacher
1225,Lee
1226,Power
1227,Power
1228,Chell
1229,Neal
1230,Koenig
1231,Power
1232,Morrison
1233,Brown
1234,Riley
1235,Riley
1236,Sherwin
1237,Lawyeraau
1238,Power
1239,Engineer
1240,McKee
1241,Chell
1242,Chell
1243,Mahlers2nd
1244,Mahlers2nd
1245,Janson
1246,Chachra
1247,Chell
1248,Mahlers2nd
1249,Taylor
1250,Hayes
1251,Hayes
1252,Chandler
1253,Johnson
1254,Merritt
1255,Chachra
1256,Sherwin
1257,Nigam
1258,Shea
1259,Shea
1260,Mahlers2nd
1261,Lovitt
1262,Lovitt
1263,Cutey
1264,Dent
1265,Chachra
1266,Power
1267,Lovitt
1268,Lovitt
1269,Hayes
1270,Lovitt
1271,Brown
1272,Mahlers2nd
1273,Chachra
1274,Riley
1275,Cholette
1276,Vernon
1277,Peterson
1278,Blankenship
1279,Chachra
1280,Neal
1281,Hayes
1282,Ashbacher
1283,Chachra
1284,Shea
1285,Grove
1286,Auken
1287,Hayes
1288,Chell
1289,Johnson
1290,Johnson
1291,Vernon
1292,Kolln
1293,Auken
1294,Chachra
1295,Chachra
1296,Taylor
1297,Brown
1298,Power
1299,Chell
1300,Chandler
1301,Merritt
1302,Shea
1303,Comdet
1304,Lovitt
1305,Blankenship
1306,Cholette
1307,Chell
1308,Kolln
1309,Hayes
1310,Blankenship
1311,Peterson
1312,Chell
1313,Chell
1314,Mark
1315,Lovitt
1316,Lovitt
1317,CFH
1318,McKee
1319,Messick
1320,Cutey
1321,Lovitt
1322,Hayes
1323,Hayes
1324,Lovitt
1325,Lovitt
1326,Lovitt
1327,Cutey
1328,Shea
1329,Chandler
1330,Auken
1331,Lovitt
1332,Mark
1333,Neal
1334,Johnson
1335,Hayes
1336,Riley
1337,Kolln
1338,Shea
1339,Hayes
1340,Chachra
1341,Mahlers2nd
1342,Lovitt
1343,Auken
1344,Power
1345,Morrison
1346,Mahlers2nd
1347,Chandler
1348,Peterson
1349,Chell
1350,Ashbacher
1351,Agresti
1352,McKee
1353,Taylor
1354,Lovitt
1355,Chandler
1356,Mark
1357,Riley
1358,Shea
1359,Cutey
1360,Blankenship
1361,Agresti
1362,Chachra
1363,Hayes
1364,Merritt
1365,Ashbacher
1366,Davisson
1367,Mitchell
1368,Brody
1369,Lovitt
1370,Mahlers2nd
1371,Hayes
1372,Peterson
1373,Engineer
1374,Mark
1375,Hayes
1376,Cutey
1377,Power
1378,Koenig
1379,Cutey
1380,Kolln
1381,Sherwin
1382,McKee
1383,Hayes
1384,Cutey
1385,Lovitt
1386,Chell
1387,Chell
1388,Chachra
1389,Chachra
1390,Chell
1391,Kolln
1392,Engineer
1393,Nigam
1394,Morrison
1395,Chachra
1396,Mahlers2nd
1397,Merritt
1398,Shea
1399,Morrison
1400,Lovitt
1401,Janson
1402,Cholette
1403,Mahlers2nd
1404,Mark
1405,Shea
1406,Chachra
1407,Sherwin
1408,Neal
1409,Mahlers2nd
1410,Mahlers2nd
1411,Lovitt
1412,McKee
1413,Neal
1414,Shea
1415,Morrison
1416,Chell
1417,Hayes
1418,Engineer
1419,Chell
1420,Hayes
1421,Lovitt
1422,Lovitt
1423,Lovitt
1424,Chandler
1425,Chell
1426,Shea
1427,Peterson
1428,McKee
1429,Robert
1430,Peterson
1431,Ashbacher
1432,Chell
1433,Kolln
1434,Power
1435,Shea
1436,Sherwin
1437,Sherwin
1438,Chell
1439,Koenig
1440,Hayes
1441,Davisson
1442,Comdet
1443,Johnson
1444,Hayes
1445,Lovitt
1446,Vernon
1447,Cholette
1448,Brody
1449,Engineer
1450,Kolln
1451,Lovitt
1452,Ashbacher
1453,Johnson
1454,Hayes
1455,Lovitt
1456,Sherwin
1457,Dent
1458,Johnson
1459,Chachra
1460,Engineer
1461,Mahlers2nd
1462,Nigam
1463,Peterson
1464,Chachra
1465,Riley
1466,Robert
1467,Davisson
1468,Cutey
1469,Kolln
1470,Lawyeraau
1471,Morrison
1472,Brown
1473,Ashbacher
1474,Lovitt
1475,Merritt
1476,Johnson
1477,Nigam
1478,Koenig
1479,Chell
1480,Ashbacher
1481,Engineer
1482,Dent
1483,Peterson
1484,Lovitt
1485,Chachra
1486,Davisson
1487,Chell
1488,Johnson
1489,Comdet
1490,Morrison
1491,Ashbacher
1492,Chell
1493,Davisson
1494,Shea
1495,Hayes
1496,Chachra
1497,Ashbacher
1498,Grove
1499,Ashbacher
